Combined Log,,,,,,,N8SQL’s Log,,,,,,,KG4SGP’s Log,,,,,,
Callsign,Latitude,Longitude,Altitude,UTC Time,Voltage (Raw),CRC16,Callsign,Latitude,Longitude,Altitude,UTC Time,Voltage (Raw),CRC16,Callsign,Latitude,Longitude,Altitude,UTC Time,Voltage (Raw),CRC16
KD8ZRC,40.37712,83.05909,294.10,160909,946,DEC3,KD8ZRC,40.37712,83.05909,294.10,160909,946,DEC3,,,,,,,
KD8ZRC,40.37712,83.05908,298.90,160922,949,040E,KD8ZRC,40.37712,83.05908,298.90,160922,949,040E,,,,,,,
KD8ZRC,40.37711,83.05908,300.00,160935,949,B51A,KD8ZRC,40.37711,83.05908,300.00,160935,949,B51A,,,,,,,
KD8ZRC,40.37711,83.05908,299.90,160948,946,9CE0,KD8ZRC,40.37711,83.05908,299.90,160948,946,9CE0,,,,,,,
KD8ZRC,40.37711,83.05908,299.90,161001,947,94DF,KD8ZRC,40.37711,83.05908,299.90,161001,947,94DF,,,,,,,
KD8ZRC,40.37711,83.05908,298.60,161014,946,3320,KD8ZRC,40.37711,83.05908,298.60,161014,946,3320,,,,,,,
KD8ZRC,40.37711,83.05908,298.60,161027,945,7011,KD8ZRC,40.37711,83.05908,298.60,161027,945,7011,,,,,,,
KD8ZRC,40.37711,83.05908,299.10,161039,944,1F16,KD8ZRC,40.37711,83.05908,299.10,161039,944,1F16,,,,,,,
KD8ZRC,40.37711,83.05908,299.00,161052,943,A165,KD8ZRC,40.37711,83.05908,299.00,161052,943,A165,,,,,,,
KD8ZRC,40.37711,83.05908,299.00,161105,940,203,KD8ZRC,40.37711,83.05908,299.00,161105,940,203,,,,,,,
KD8ZRC,40.37711,83.05908,299.00,161117,939,0E2A,KD8ZRC,40.37711,83.05908,299.00,161117,939,0E2A,,,,,,,
KD8ZRC,40.37711,83.05908,298.80,161130,937,2021,KD8ZRC,40.37711,83.05908,298.80,161130,937,2021,,,,,,,
KD8ZRC,40.37711,83.05908,298.80,161142,936,8114,KD8ZRC,40.37711,83.05908,298.80,161142,936,8114,,,,,,,
KD8ZRC,40.37714,83.05907,294.60,161501,943,6AC0,KD8ZRC,40.37714,83.05907,294.60,161501,943,6AC0,,,,,,,
KD8ZRC,40.37711,83.05907,295.10,161514,935,D97F,KD8ZRC,40.37711,83.05907,295.10,161514,935,D97F,,,,,,,
KD8ZRC,40.3771,83.05907,294.30,161527,935,1BC1,KD8ZRC,40.3771,83.05907,294.30,161527,935,1BC1,,,,,,,
KD8ZRC,40.3771,83.05908,294.80,161540,935,1C7B,KD8ZRC,40.3771,83.05908,294.80,161540,935,1C7B,,,,,,,
KD8ZRC,40.37709,83.05908,294.80,161553,938,1288,KD8ZRC,40.37709,83.05908,294.80,161553,938,1288,,,,,,,
KD8ZRC,40.37708,83.05909,294.90,161605,946,E3BE,KD8ZRC,40.37708,83.05909,294.90,161605,946,E3BE,,,,,,,
KD8ZRC,40.37708,83.05909,294.90,161618,948,3693,KD8ZRC,40.37708,83.05909,294.90,161618,948,3693,,,,,,,
KD8ZRC,40.37708,83.05909,294.90,161630,948,5B32,KD8ZRC,40.37708,83.05909,294.90,161630,948,5B32,,,,,,,
KD8ZRC,40.37708,83.05909,294.90,161643,943,506C,KD8ZRC,40.37708,83.05909,294.90,161643,943,506C,,,,,,,
KD8ZRC,40.37708,83.05909,294.90,161656,950,C96F,KD8ZRC,40.37708,83.05909,294.90,161656,950,C96F,,,,,,,
KD8ZRC,40.37708,83.05908,295.00,161709,947,A265,KD8ZRC,40.37708,83.05908,295.00,161709,947,A265,,,,,,,
KD8ZRC,40.37709,83.05908,295.00,161722,948,E1FC,KD8ZRC,40.37709,83.05908,295.00,161722,948,E1FC,,,,,,,
KD8ZRC,40.37709,83.05908,295.00,161735,949,A2ED,KD8ZRC,40.37709,83.05908,295.00,161735,949,A2ED,,,,,,,
KD8ZRC,40.37709,83.05908,295.00,161748,949,F5EA,KD8ZRC,40.37709,83.05908,295.00,161748,949,F5EA,,,,,,,
KD8ZRC,40.37709,83.05908,295.00,161814,946,4E+052,KD8ZRC,40.37709,83.05908,295.00,161814,946,4E+052,,,,,,,
KD8ZRC,40.37709,83.05908,295.00,161827,950,C5A6,KD8ZRC,40.37709,83.05908,295.00,161827,950,C5A6,,,,,,,
KD8ZRC,40.37709,83.05908,295.00,161840,950,ACC2,KD8ZRC,40.37709,83.05908,295.00,161840,950,ACC2,,,,,,,
KD8ZRC,40.37709,83.05908,295.00,161853,951,E972,KD8ZRC,40.37709,83.05908,295.00,161853,951,E972,,,,,,,
KD8ZRC,40.37709,83.05908,295.10,161906,951,D164,KD8ZRC,40.37709,83.05908,295.10,161906,951,D164,,,,,,,
KD8ZRC,40.37708,83.05908,295.60,161919,952,C3BB,KD8ZRC,40.37708,83.05908,295.60,161919,952,C3BB,,,,,,,
KD8ZRC,40.37709,83.05908,297.30,161932,952,9D0B,KD8ZRC,40.37709,83.05908,297.30,161932,952,9D0B,,,,,,,
KD8ZRC,40.37709,83.05907,297.00,161945,952,298A,KD8ZRC,40.37709,83.05907,297.00,161945,952,298A,,,,,,,
KD8ZRC,40.37709,83.05907,297.90,161958,952,9191,KD8ZRC,40.37709,83.05907,297.90,161958,952,9191,,,,,,,
KD8ZRC,40.3771,83.05907,297.80,162010,952,6215,KD8ZRC,40.3771,83.05907,297.80,162010,952,6215,,,,,,,
KD8ZRC,40.3771,83.05907,297.80,162022,952,31D7,KD8ZRC,40.3771,83.05907,297.80,162022,952,31D7,,,,,,,
KD8ZRC,40.3771,83.05906,297.60,162048,952,4CDE,KD8ZRC,40.3771,83.05906,297.60,162048,952,4CDE,,,,,,,
KD8ZRC,40.37708,83.05907,298.20,162101,952,F881,KD8ZRC,40.37708,83.05907,298.20,162101,952,F881,,,,,,,
KD8ZRC,40.37708,83.05908,297.90,162114,954,984B,KD8ZRC,40.37708,83.05908,297.90,162114,954,984B,,,,,,,
KD8ZRC,40.37709,83.05909,297.00,162127,953,777E,KD8ZRC,40.37709,83.05909,297.00,162127,953,777E,,,,,,,
KD8ZRC,40.37709,83.0591,296.70,162140,954,98EB,KD8ZRC,40.37709,83.0591,296.70,162140,954,98EB,,,,,,,
KD8ZRC,40.37709,83.0591,296.70,162153,954,EE6A,KD8ZRC,40.37709,83.0591,296.70,162153,954,EE6A,,,,,,,
KD8ZRC,40.37709,83.0591,296.70,162206,953,852E,KD8ZRC,40.37709,83.0591,296.70,162206,953,852E,,,,,,,
KD8ZRC,40.37709,83.0591,296.70,162219,953,F84C,KD8ZRC,40.37709,83.0591,296.70,162219,953,F84C,,,,,,,
KD8ZRC,40.37709,83.0591,296.70,162232,954,C29A,KD8ZRC,40.37709,83.0591,296.70,162232,954,C29A,,,,,,,
KD8ZRC,40.37709,83.0591,296.70,162245,955,20AE,KD8ZRC,40.37709,83.0591,296.70,162245,955,20AE,,,,,,,
KD8ZRC,40.37709,83.0591,296.70,162258,955,D68C,KD8ZRC,40.37709,83.0591,296.70,162258,955,D68C,,,,,,,
KD8ZRC,40.37709,83.0591,296.70,162311,956,4D28,KD8ZRC,40.37709,83.0591,296.70,162311,956,4D28,,,,,,,
KD8ZRC,40.37709,83.0591,296.70,162324,956,D6AB,KD8ZRC,40.37709,83.0591,296.70,162324,956,D6AB,,,,,,,
KD8ZRC,40.37709,83.0591,296.70,162337,956,A02A,KD8ZRC,40.37709,83.0591,296.70,162337,956,A02A,,,,,,,
KD8ZRC,40.37709,83.0591,296.70,162350,957,FA7F,KD8ZRC,40.37709,83.0591,296.70,162350,957,FA7F,,,,,,,
KD8ZRC,40.37709,83.0591,296.70,162403,957,8A20,KD8ZRC,40.37709,83.0591,296.70,162403,957,8A20,,,,,,,
KD8ZRC,40.37709,83.0591,296.70,162416,958,617E,KD8ZRC,40.37709,83.0591,296.70,162416,958,617E,,,,,,,
KD8ZRC,40.37709,83.0591,296.70,162429,958,7CFF,KD8ZRC,40.37709,83.0591,296.70,162429,958,7CFF,,,,,,,
KD8ZRC,40.37709,83.0591,296.70,162442,959,2D49,KD8ZRC,40.37709,83.0591,296.70,162442,959,2D49,,,,,,,
KD8ZRC,40.37709,83.0591,296.70,162455,959,5D69,KD8ZRC,40.37709,83.0591,296.70,162455,959,5D69,,,,,,,
KD8ZRC,40.37709,83.0591,296.70,162508,960,CE96,KD8ZRC,40.37709,83.0591,296.70,162508,960,CE96,,,,,,,
KD8ZRC,40.37709,83.0591,296.70,162521,960,E697,KD8ZRC,40.37709,83.0591,296.70,162521,960,E697,,,,,,,
KD8ZRC,40.37709,83.0591,296.70,162534,961,2EC6,KD8ZRC,40.37709,83.0591,296.70,162534,961,2EC6,,,,,,,
KD8ZRC,40.37709,83.05909,296.70,162547,961,82F0,KD8ZRC,40.37709,83.05909,296.70,162547,961,82F0,,,,,,,
KD8ZRC,40.37709,83.05909,296.70,162600,962,1651,KD8ZRC,40.37709,83.05909,296.70,162600,962,1651,,,,,,,
KD8ZRC,40.37709,83.05909,296.70,162625,963,682,KD8ZRC,40.37709,83.05909,296.70,162625,963,682,,,,,,,
KD8ZRC,40.37709,83.05909,296.70,162638,963,F0A0,KD8ZRC,40.37709,83.05909,296.70,162638,963,F0A0,,,,,,,
KD8ZRC,40.37709,83.05909,296.70,162651,963,1967,KD8ZRC,40.37709,83.05909,296.70,162651,963,1967,,,,,,,
KD8ZRC,40.37709,83.05909,296.70,162703,963,AC53,KD8ZRC,40.37709,83.05909,296.70,162703,963,AC53,,,,,,,
KD8ZRC,40.37709,83.05909,296.80,162716,963,9661,KD8ZRC,40.37709,83.05909,296.80,162716,963,9661,,,,,,,
KD8ZRC,40.37709,83.05909,296.80,162729,962,B8D1,KD8ZRC,40.37709,83.05909,296.80,162729,962,B8D1,,,,,,,
KD8ZRC,40.37709,83.05909,296.80,162742,962,DA56,KD8ZRC,40.37709,83.05909,296.80,162742,962,DA56,,,,,,,
KD8ZRC,40.37709,83.05909,296.80,162755,962,AA76,KD8ZRC,40.37709,83.05909,296.80,162755,962,AA76,,,,,,,
KD8ZRC,40.37709,83.05909,296.80,162820,960,4F93,KD8ZRC,40.37709,83.05909,296.80,162820,960,4F93,,,,,,,
KD8ZRC,40.37709,83.05909,296.80,162833,960,3912,KD8ZRC,40.37709,83.05909,296.80,162833,960,3912,,,,,,,
KD8ZRC,40.37709,83.05909,296.80,162846,959,809F,KD8ZRC,40.37709,83.05909,296.80,162846,959,809F,,,,,,,
KD8ZRC,40.37709,83.05909,296.80,162859,959,FDFD,KD8ZRC,40.37709,83.05909,296.80,162859,959,FDFD,,,,,,,
KD8ZRC,40.37709,83.05909,296.80,162912,959,B84A,KD8ZRC,40.37709,83.05909,296.80,162912,959,B84A,,,,,,,
KD8ZRC,40.37709,83.05909,296.80,162925,958,9BB8,KD8ZRC,40.37709,83.05909,296.80,162925,958,9BB8,,,,,,,
KD8ZRC,40.37709,83.05909,296.80,162938,959,5EAB,KD8ZRC,40.37709,83.05909,296.80,162938,959,5EAB,,,,,,,
KD8ZRC,40.37709,83.05909,296.80,162951,958,845D,KD8ZRC,40.37709,83.05909,296.80,162951,958,845D,,,,,,,
KD8ZRC,40.37709,83.05909,296.80,163004,958,0CD1,KD8ZRC,40.37709,83.05909,296.80,163004,958,0CD1,,,,,,,
KD8ZRC,40.37709,83.05909,296.90,163017,959,0C02,KD8ZRC,40.37709,83.05909,296.90,163017,959,0C02,,,,,,,
KD8ZRC,40.37709,83.05909,296.90,163030,958,9791,KD8ZRC,40.37709,83.05909,296.90,163030,958,9791,,,,,,,
KD8ZRC,40.37709,83.05909,296.90,163042,958,595,KD8ZRC,40.37709,83.05909,296.90,163042,958,595,,,,,,,
KD8ZRC,40.37709,83.05909,296.90,163055,959,4684,KD8ZRC,40.37709,83.05909,296.90,163055,959,4684,,,,,,,
KD8ZRC,40.37709,83.05909,296.90,163107,959,F3B0,KD8ZRC,40.37709,83.05909,296.90,163107,959,F3B0,,,,,,,
KD8ZRC,40.37709,83.05909,296.90,163120,959,5B12,KD8ZRC,40.37709,83.05909,296.90,163120,959,5B12,,,,,,,
KD8ZRC,40.37709,83.05909,296.90,163133,959,2D93,KD8ZRC,40.37709,83.05909,296.90,163133,959,2D93,,,,,,,
KD8ZRC,40.37709,83.05909,296.90,163146,959,77D6,KD8ZRC,40.37709,83.05909,296.90,163146,959,77D6,,,,,,,
KD8ZRC,40.37709,83.05909,297.00,163159,959,EA71,KD8ZRC,40.37709,83.05909,297.00,163159,959,EA71,,,,,,,
KD8ZRC,40.37709,83.05909,297.00,163212,960,C3A8,KD8ZRC,40.37709,83.05909,297.00,163212,960,C3A8,,,,,,,
KD8ZRC,40.37709,83.05909,297.00,163225,960,D36B,KD8ZRC,40.37709,83.05909,297.00,163225,960,D36B,,,,,,,
KD8ZRC,40.37709,83.05909,297.00,163238,960,2549,KD8ZRC,40.37709,83.05909,297.00,163238,960,2549,,,,,,,
KD8ZRC,40.37709,83.05909,297.10,163250,961,FF7C,KD8ZRC,40.37709,83.05909,297.10,163250,961,FF7C,,,,,,,
KD8ZRC,40.37709,83.05909,297.10,163316,961,F488,KD8ZRC,40.37709,83.05909,297.10,163316,961,F488,,,,,,,
KD8ZRC,40.37709,83.05909,297.10,163329,960,DA38,KD8ZRC,40.37709,83.05909,297.10,163329,960,DA38,,,,,,,
KD8ZRC,40.37709,83.05909,297.10,163342,961,8B8E,KD8ZRC,40.37709,83.05909,297.10,163342,961,8B8E,,,,,,,
KD8ZRC,40.37709,83.05909,297.20,163355,961,340B,KD8ZRC,40.37709,83.05909,297.20,163355,961,340B,,,,,,,
KD8ZRC,40.37709,83.05909,297.20,163408,961,C4F7,KD8ZRC,40.37709,83.05909,297.20,163408,961,C4F7,,,,,,,
KD8ZRC,40.37709,83.05909,297.20,163421,961,ECF6,KD8ZRC,40.37709,83.05909,297.20,163421,961,ECF6,,,,,,,
KD8ZRC,40.37709,83.05909,297.20,163434,962,42C5,KD8ZRC,40.37709,83.05909,297.20,163434,962,42C5,,,,,,,
KD8ZRC,40.37709,83.05909,297.30,163447,962,D002,KD8ZRC,40.37709,83.05909,297.30,163447,962,D002,,,,,,,
KD8ZRC,40.37709,83.05909,297.30,163500,962,9E+056,KD8ZRC,40.37709,83.05909,297.30,163500,962,9E+056,,,,,,,
KD8ZRC,40.37709,83.05909,297.30,163526,963,4065,KD8ZRC,40.37709,83.05909,297.30,163526,963,4065,,,,,,,
KD8ZRC,40.37709,83.05909,297.40,163539,963,F70F,KD8ZRC,40.37709,83.05909,297.40,163539,963,F70F,,,,,,,
KD8ZRC,40.37709,83.05909,297.40,163552,961,F3EA,KD8ZRC,40.37709,83.05909,297.40,163552,961,F3EA,,,,,,,
KD8ZRC,40.37709,83.05909,297.40,163605,962,DF2A,KD8ZRC,40.37709,83.05909,297.40,163605,962,DF2A,,,,,,,
KD8ZRC,40.37709,83.05905,297.40,163631,958,6FB3,KD8ZRC,40.37709,83.05905,297.40,163631,958,6FB3,,,,,,,
KD8ZRC,40.3771,83.05901,297.00,163644,958,766A,KD8ZRC,40.3771,83.05901,297.00,163644,958,766A,,,,,,,
KD8ZRC,40.37711,83.059,295.50,163710,956,4E5E,KD8ZRC,40.37711,83.059,295.50,163710,956,4E5E,,,,,,,
KD8ZRC,40.37715,83.05917,302.00,163723,955,6022,KD8ZRC,40.37715,83.05917,302.00,163723,955,6022,,,,,,,
KD8ZRC,40.37705,83.05937,366.60,163736,953,87FF,KD8ZRC,40.37705,83.05937,366.60,163736,953,87FF,,,,,,,
KD8ZRC,40.37695,83.05967,445.40,163749,950,797E,KD8ZRC,40.37695,83.05967,445.40,163749,950,797E,,,,,,,
KD8ZRC,40.37695,83.06003,510.80,163802,946,65BE,KD8ZRC,40.37695,83.06003,510.80,163802,946,65BE,,,,,,,
KD8ZRC,40.37681,83.06023,585.40,163815,942,CAC0,KD8ZRC,40.37681,83.06023,585.40,163815,942,CAC0,,,,,,,
KD8ZRC,40.37675,83.06047,659.90,163828,940,B4BE,KD8ZRC,40.37675,83.06047,659.90,163828,940,B4BE,,,,,,,
KD8ZRC,40.37677,83.06063,737.40,163841,937,F909,KD8ZRC,40.37677,83.06063,737.40,163841,937,F909,,,,,,,
KD8ZRC,40.37671,83.0609,806.10,163854,933,78DA,KD8ZRC,40.37671,83.0609,806.10,163854,933,78DA,,,,,,,
KD8ZRC,40.37677,83.06101,863.00,163907,930,EC7E,KD8ZRC,40.37677,83.06101,863.00,163907,930,EC7E,,,,,,,
KD8ZRC,40.37705,83.06128,919.50,163920,927,DD8A,KD8ZRC,40.37705,83.06128,919.50,163920,927,DD8A,,,,,,,
KD8ZRC,40.37753,83.06152,973.20,163933,925,360B,KD8ZRC,40.37753,83.06152,973.20,163933,925,360B,,,,,,,
KD8ZRC,40.37786,83.06143,1045.10,163946,922,B096,KD8ZRC,40.37786,83.06143,1045.10,163946,922,B096,,,,,,,
KD8ZRC,40.37807,83.06116,1131.80,163959,920,1B00,KD8ZRC,40.37807,83.06116,1131.80,163959,920,1B00,,,,,,,
KD8ZRC,40.37826,83.06094,1194.60,164012,919,3E+039,KD8ZRC,40.37826,83.06094,1194.60,164012,919,3E+039,,,,,,,
KD8ZRC,40.3785,83.06063,1273.00,164025,917,F800,KD8ZRC,40.3785,83.06063,1273.00,164025,917,F800,,,,,,,
KD8ZRC,40.37851,83.05994,1367.50,164038,915,D06C,KD8ZRC,40.37851,83.05994,1367.50,164038,915,D06C,,,,,,,
KD8ZRC,40.3784,83.05941,1443.60,164051,913,ECAF,KD8ZRC,40.3784,83.05941,1443.60,164051,913,ECAF,,,,,,,
KD8ZRC,40.37829,83.05921,1499.10,164104,911,E75B,KD8ZRC,40.37829,83.05921,1499.10,164104,911,E75B,,,,,,,
KD8ZRC,40.37822,83.05904,1560.70,164117,910,C6AA,KD8ZRC,40.37822,83.05904,1560.70,164117,910,C6AA,,,,,,,
KD8ZRC,40.37809,83.05876,1628.40,164130,909,EA20,KD8ZRC,40.37809,83.05876,1628.40,164130,909,EA20,,,,,,,
KD8ZRC,40.37777,83.05838,1714.80,164143,908,B335,KD8ZRC,40.37777,83.05838,1714.80,164143,908,B335,KD8ZRC,40.37777,83.05838,1714.8,164143,908,B335
KD8ZRC,40.37757,83.05788,1797.00,164156,906,7014,KD8ZRC,40.37757,83.05788,1797.00,164156,906,7014,KD8ZRC,40.37757,83.05788,1797.0,164156,906,7014
KD8ZRC,40.37744,83.05749,1874.40,164209,905,9BE8,KD8ZRC,40.37744,83.05749,1874.40,164209,905,9BE8,KD8ZRC,40.37744,83.05749,1874.4,164209,905,9BE8
KD8ZRC,40.37704,83.05688,1957.20,164222,902,75BB,KD8ZRC,40.37704,83.05688,1957.20,164222,902,75BB,KD8ZRC,40.37704,83.05688,1957.2,164222,902,75BB
KD8ZRC,40.3767,83.0562,2037.00,164235,903,C5D3,KD8ZRC,40.3767,83.0562,2037.00,164235,903,C5D3,KD8ZRC,40.3767,83.0562,2037.0,164235,903,C5D3
KD8ZRC,40.37631,83.05546,2120.80,164248,901,F9F0,KD8ZRC,40.37631,83.05546,2120.80,164248,901,F9F0,KD8ZRC,40.37631,83.05546,2120.8,164248,901,F9F0
KD8ZRC,40.37583,83.05484,2194.70,164301,900,430F,KD8ZRC,40.37583,83.05484,2194.70,164301,900,430F,KD8ZRC,40.37583,83.05484,2194.7,164301,900,430F
KD8ZRC,40.37564,83.05392,2268.50,164314,899,F7AE,KD8ZRC,40.37564,83.05392,2268.50,164314,899,F7AE,KD8ZRC,40.37564,83.05392,2268.5,164314,899,F7AE
KD8ZRC,40.37531,83.05293,2346.90,164327,897,8E+056,KD8ZRC,40.37531,83.05293,2346.90,164327,897,8E+056,KD8ZRC,40.37531,83.05293,2346.9,164327,897,8.00000000000000E+56
KD8ZRC,40.37498,83.05189,2420.10,164340,896,2B78,KD8ZRC,40.37498,83.05189,2420.10,164340,896,2B78,KD8ZRC,40.37498,83.05189,2420.1,164340,896,2B78
KD8ZRC,40.37473,83.05093,2491.10,164353,895,47EF,KD8ZRC,40.37473,83.05093,2491.10,164353,895,47EF,KD8ZRC,40.37473,83.05093,2491.1,164353,895,47EF
KD8ZRC,40.37435,83.05,2564.60,164406,894,752F,KD8ZRC,40.37435,83.05,2564.60,164406,894,752F,KD8ZRC,40.37435,83.05,2564.6,164406,894,752F
KD8ZRC,40.37408,83.04881,2635.50,164419,893,CFFF,KD8ZRC,40.37408,83.04881,2635.50,164419,893,CFFF,KD8ZRC,40.37408,83.04881,2635.5,164419,893,CFFF
KD8ZRC,40.37369,83.04787,2706.70,164432,891,EAC9,KD8ZRC,40.37369,83.04787,2706.70,164432,891,EAC9,KD8ZRC,40.37369,83.04787,2706.7,164432,891,EAC9
KD8ZRC,40.37331,83.04689,2780.00,164445,891,85D6,KD8ZRC,40.37331,83.04689,2780.00,164445,891,85D6,KD8ZRC,40.37331,83.04689,2780.0,164445,891,85D6
KD8ZRC,40.37298,83.04586,2859.30,164458,890,6CC2,KD8ZRC,40.37298,83.04586,2859.30,164458,890,6CC2,KD8ZRC,40.37298,83.04586,2859.3,164458,890,6CC2
KD8ZRC,40.37269,83.04484,2931.30,164511,888,4F61,KD8ZRC,40.37269,83.04484,2931.30,164511,888,4F61,KD8ZRC,40.37269,83.04484,2931.3,164511,888,4F61
KD8ZRC,40.37254,83.04365,2999.20,164524,888,3773,KD8ZRC,40.37254,83.04365,2999.20,164524,888,3773,KD8ZRC,40.37254,83.04365,2999.2,164524,888,3773
KD8ZRC,40.37223,83.0425,3070.40,164537,886,97AF,KD8ZRC,40.37223,83.0425,3070.40,164537,886,97AF,KD8ZRC,40.37223,83.0425,3070.4,164537,886,97AF
KD8ZRC,40.37202,83.0416,3142.70,164550,886,5927,KD8ZRC,40.37202,83.0416,3142.70,164550,886,5927,KD8ZRC,40.37202,83.0416,3142.7,164550,886,5927
KD8ZRC,40.37206,83.04095,3215.20,164603,884,0DD3,KD8ZRC,40.37206,83.04095,3215.20,164603,884,0DD3,KD8ZRC,40.37206,83.04095,3215.2,164603,884,0DD3
KD8ZRC,40.37203,83.03973,3294.40,164616,883,C494,KD8ZRC,40.37203,83.03973,3294.40,164616,883,C494,KD8ZRC,40.37203,83.03973,3294.4,164616,883,C494
KD8ZRC,40.37224,83.03871,3368.00,164629,882,0F16,KD8ZRC,40.37224,83.03871,3368.00,164629,882,0F16,KD8ZRC,40.37224,83.03871,3368.0,164629,882,0F16
KD8ZRC,40.37264,83.03778,3435.90,164642,881,E1CE,KD8ZRC,40.37264,83.03778,3435.90,164642,881,E1CE,,,,,,,
KD8ZRC,40.37312,83.03657,3511.30,164655,880,FE77,KD8ZRC,40.37312,83.03657,3511.30,164655,880,FE77,KD8ZRC,40.37312,83.03657,3511.3,164655,880,FE77
KD8ZRC,40.3739,83.03502,3581.00,164708,880,3CEC,KD8ZRC,40.3739,83.03502,3581.00,164708,880,3CEC,KD8ZRC,40.3739,83.03502,3581.0,164708,880,3CEC
KD8ZRC,40.37488,83.03358,3660.50,164721,879,CC2F,KD8ZRC,40.37488,83.03358,3660.50,164721,879,CC2F,KD8ZRC,40.37488,83.03358,3660.5,164721,879,CC2F
KD8ZRC,40.3759,83.03185,3731.40,164734,878,B02F,KD8ZRC,40.3759,83.03185,3731.40,164734,878,B02F,KD8ZRC,40.3759,83.03185,3731.4,164734,878,B02F
KD8ZRC,40.3768,83.02995,3799.90,164747,876,F204,KD8ZRC,40.3768,83.02995,3799.90,164747,876,F204,KD8ZRC,40.3768,83.02995,3799.9,164747,876,F204
KD8ZRC,40.37789,83.02829,3866.30,164800,875,9AB9,KD8ZRC,40.37789,83.02829,3866.30,164800,875,9AB9,KD8ZRC,40.37789,83.02829,3866.3,164800,875,9AB9
KD8ZRC,40.37868,83.02636,3941.20,164813,874,28B5,KD8ZRC,40.37868,83.02636,3941.20,164813,874,28B5,KD8ZRC,40.37868,83.02636,3941.2,164813,874,28B5
KD8ZRC,40.37946,83.02438,4010.80,164826,873,BA3C,KD8ZRC,40.37946,83.02438,4010.80,164826,873,BA3C,KD8ZRC,40.37946,83.02438,4010.8,164826,873,BA3C
KD8ZRC,40.38031,83.02254,4078.80,164839,871,24F6,KD8ZRC,40.38031,83.02254,4078.80,164839,871,24F6,KD8ZRC,40.38031,83.02254,4078.8,164839,871,24F6
KD8ZRC,40.38108,83.02047,4150.20,164852,871,7A4B,KD8ZRC,40.38108,83.02047,4150.20,164852,871,7A4B,KD8ZRC,40.38108,83.02047,4150.2,164852,871,7A4B
KD8ZRC,40.38196,83.01849,4210.40,164905,870,B122,KD8ZRC,40.38196,83.01849,4210.40,164905,870,B122,KD8ZRC,40.38196,83.01849,4210.4,164905,870,B122
KD8ZRC,40.38285,83.01637,4276.00,164918,869,8CD6,KD8ZRC,40.38285,83.01637,4276.00,164918,869,8CD6,KD8ZRC,40.38285,83.01637,4276.0,164918,869,8CD6
KD8ZRC,40.3836,83.01394,4342.90,164931,867,1B77,KD8ZRC,40.3836,83.01394,4342.90,164931,867,1B77,KD8ZRC,40.3836,83.01394,4342.9,164931,867,1B77
KD8ZRC,40.38444,83.01145,4403.50,164944,866,05B0,KD8ZRC,40.38444,83.01145,4403.50,164944,866,05B0,KD8ZRC,40.38444,83.01145,4403.5,164944,866,05B0
KD8ZRC,40.38537,83.00882,4470.70,164957,865,8961,KD8ZRC,40.38537,83.00882,4470.70,164957,865,8961,KD8ZRC,40.38537,83.00882,4470.7,164957,865,8961
KD8ZRC,40.38622,83.00647,4537.50,165010,864,42FC,KD8ZRC,40.38622,83.00647,4537.50,165010,864,42FC,KD8ZRC,40.38622,83.00647,4537.5,165010,864,42FC
KD8ZRC,40.38705,83.00402,4605.10,165023,863,690A,KD8ZRC,40.38705,83.00402,4605.10,165023,863,690A,KD8ZRC,40.38705,83.00402,4605.1,165023,863,690A
KD8ZRC,40.38838,83.0015,4671.40,165036,863,A17B,KD8ZRC,40.38838,83.0015,4671.40,165036,863,A17B,KD8ZRC,40.38838,83.0015,4671.4,165036,863,A17B
KD8ZRC,40.38969,82.99897,4733.80,165049,861,5312,KD8ZRC,40.38969,82.99897,4733.80,165049,861,5312,KD8ZRC,40.38969,82.99897,4733.8,165049,861,5312
KD8ZRC,40.39107,82.99614,4795.90,165102,860,5900,KD8ZRC,40.39107,82.99614,4795.90,165102,860,5900,KD8ZRC,40.39107,82.99614,4795.9,165102,860,5900
KD8ZRC,40.39248,82.99366,4863.50,165115,858,8117,KD8ZRC,40.39248,82.99366,4863.50,165115,858,8117,KD8ZRC,40.39248,82.99366,4863.5,165115,858,8117
KD8ZRC,40.39388,82.991,4927.30,165128,857,4901,KD8ZRC,40.39388,82.991,4927.30,165128,857,4901,KD8ZRC,40.39388,82.991,4927.3,165128,857,4901
KD8ZRC,40.39515,82.98846,4990.90,165141,856,029E,KD8ZRC,40.39515,82.98846,4990.90,165141,856,029E,KD8ZRC,40.39515,82.98846,4990.9,165141,856,029E
KD8ZRC,40.3966,82.98589,5059.80,165154,855,C3A1,KD8ZRC,40.3966,82.98589,5059.80,165154,855,C3A1,KD8ZRC,40.3966,82.98589,5059.8,165154,855,C3A1
KD8ZRC,40.39804,82.98312,5121.40,165207,854,465E,KD8ZRC,40.39804,82.98312,5121.40,165207,854,465E,KD8ZRC,40.39804,82.98312,5121.4,165207,854,465E
KD8ZRC,40.39925,82.97993,5189.60,165220,852,A8E2,KD8ZRC,40.39925,82.97993,5189.60,165220,852,A8E2,KD8ZRC,40.39925,82.97993,5189.6,165220,852,A8E2
KD8ZRC,40.40075,82.97694,5270.10,165233,849,9B6C,KD8ZRC,40.40075,82.97694,5270.10,165233,849,9B6C,KD8ZRC,40.40075,82.97694,5270.1,165233,849,9B6C
